i,j,x,y,terrain_z,chainage_m,distance_to_robust_low_track_m,robust_floor_z,height_above_robust_floor_m,erodible
3,211,332110.000000,3140988.000000,3550.99219,300.000000,2871.814307,2760.644000,790.348190,0
4,211,332174.000000,3140988.000000,3541.36304,300.000000,2827.281653,2760.644000,780.719040,0
5,211,332238.000000,3140988.000000,3530.92969,300.000000,2783.508161,2760.644000,770.285690,0
6,211,332302.000000,3140988.000000,3524.32935,300.000000,2740.530207,2760.644000,763.685350,0
7,211,332366.000000,3140988.000000,3515.65698,300.000000,2698.385804,2760.644000,755.012980,0
8,211,332430.000000,3140988.000000,3494.97437,300.000000,2657.114616,2760.644000,734.330370,0
9,211,332494.000000,3140988.000000,3473.12061,300.000000,2616.757959,2760.644000,712.476610,0
10,211,332558.000000,3140988.000000,3473.00049,300.000000,2577.358794,2760.644000,712.356490,0
11,211,332622.000000,3140988.000000,3458.89819,1100.000000,2527.913032,2730.075000,728.823190,0
12,211,332686.000000,3140988.000000,3420.6499,1100.000000,2476.544031,2730.075000,690.574900,0
13,211,332750.000000,3140988.000000,3393.36475,1100.000000,2425.775831,2730.075000,663.289750,0
14,211,332814.000000,3140988.000000,3367.26147,1217.887624,2375.552114,2752.566276,614.695194,0
15,211,332878.000000,3140988.000000,3345.05933,1256.207099,2323.940529,2759.146273,585.913057,0
16,211,332942.000000,3140988.000000,3346.08447,1293.985248,2272.331236,2766.281054,579.803416,0
17,211,333006.000000,3140988.000000,3348.88965,1325.986260,2220.772692,2764.684805,584.204845,0
18,211,333070.000000,3140988.000000,3369.72803,1350.000000,2169.260859,2762.160000,607.568030,0
19,211,333134.000000,3140988.000000,3412.45239,1350.000000,2118.271400,2762.160000,650.292390,0
20,211,333198.000000,3140988.000000,3476.08667,1355.705806,2067.996360,2762.424407,713.662263,0
21,211,333262.000000,3140988.000000,3548.63135,1392.761849,2017.990885,2764.141584,784.489766,0
22,211,333326.000000,3140988.000000,3570.72925,1430.674855,1968.008790,2762.820558,807.908692,0
23,211,333390.000000,3140988.000000,3553.55518,1469.534146,1918.037076,2758.393295,795.161885,0
24,211,333454.000000,3140988.000000,3529.14185,1500.000000,1868.087915,2753.116000,776.025850,0
25,211,333518.000000,3140988.000000,3490.72266,1505.504527,1818.732020,2753.228733,737.493927,0
26,211,333582.000000,3140988.000000,3466.59961,1539.510406,1769.694142,2753.925173,712.674437,0
27,211,333646.000000,3140988.000000,3486.62744,1550.000000,1720.891277,2754.140000,732.487440,0
28,211,333710.000000,3140988.000000,3504.60986,1550.000000,1673.065239,2754.140000,750.469860,0
29,211,333774.000000,3140988.000000,3508.15356,1550.000000,1626.351684,2754.140000,754.013560,0
30,211,333838.000000,3140988.000000,3492.88086,1566.145963,1580.735969,2755.244707,737.636153,0
31,211,333902.000000,3140988.000000,3463.92627,1600.323858,1535.340546,2757.533796,706.392474,0
32,211,333966.000000,3140988.000000,3425.04956,1645.579126,1490.085712,2753.732353,671.317207,0
33,211,334030.000000,3140988.000000,3382.01074,1690.834394,1444.830878,2749.009687,633.001053,0
34,211,334094.000000,3140988.000000,3354.17969,1720.225310,1399.806347,2742.147030,612.032660,0
35,211,334158.000000,3140988.000000,3333.07007,1750.000000,1354.913072,2733.482000,599.588070,0
36,211,334222.000000,3140988.000000,3315.71899,1750.000000,1311.063538,2733.482000,582.236990,0
37,211,334286.000000,3140988.000000,3288.87842,1750.000000,1268.927803,2733.482000,555.396420,0
38,211,334350.000000,3140988.000000,3255.06348,1750.000000,1228.682196,2733.482000,521.581480,0
39,211,334414.000000,3140988.000000,3228.6853,1781.539818,1189.828405,2733.550757,495.134543,0
40,211,334478.000000,3140988.000000,3203.98657,1808.067907,1151.309666,2734.511064,469.475506,0
41,211,334542.000000,3140988.000000,3179.31567,1858.830265,1113.343236,2739.317372,439.998298,0
42,211,334606.000000,3140988.000000,3161.31567,1910.528596,1075.380120,2738.803075,422.512595,0
43,211,334670.000000,3140988.000000,3148.26465,2074.261707,1034.754896,2729.971791,418.292859,0
44,211,334734.000000,3140988.000000,3124.15942,2122.110210,992.235793,2727.643029,396.516391,0
45,211,334798.000000,3140988.000000,3101.38037,2318.267207,947.866356,2714.823459,386.556911,0
46,211,334862.000000,3140988.000000,3056.72266,2360.303823,899.508408,2714.648184,342.074476,0
47,211,334926.000000,3140988.000000,3008.28516,2486.541799,849.846624,2698.705252,309.579908,0
48,211,334990.000000,3140988.000000,2975.19141,2500.000000,798.602346,2695.222000,279.969410,0
49,211,335054.000000,3140988.000000,2962.91797,2500.000000,749.221864,2695.222000,267.695970,0
50,211,335118.000000,3140988.000000,2951.26636,2500.000000,702.205879,2695.222000,256.044360,0
51,211,335182.000000,3140988.000000,2934.0542,2500.000000,658.061389,2695.222000,238.832200,0
52,211,335246.000000,3140988.000000,2909.78394,2500.000000,617.404637,2695.222000,214.561940,0
53,211,335310.000000,3140988.000000,2883.95215,2850.000000,563.455749,2700.245000,183.707150,0
54,211,335374.000000,3140988.000000,2844.32446,2850.000000,504.956572,2700.245000,144.079460,0
55,211,335438.000000,3140988.000000,2803.58521,2850.000000,447.964170,2700.245000,103.340210,0
56,211,335502.000000,3140988.000000,2786.74487,2850.000000,393.134400,2700.245000,86.499870,0
57,211,335566.000000,3140988.000000,2774.82178,2874.659236,340.645267,2699.083057,75.738723,0
58,211,335630.000000,3140988.000000,2730.93237,2911.933867,288.358783,2702.378998,28.553372,0
59,211,335694.000000,3140988.000000,2684.00464,2948.842334,236.072911,2716.265440,-32.260800,1
60,211,335758.000000,3140988.000000,2682.52563,2988.506881,183.815945,2746.268894,-63.743264,1
61,211,335822.000000,3140988.000000,2720.16846,3035.519229,130.363269,2761.838391,-41.669931,0
62,211,335886.000000,3140988.000000,2758.06616,3073.776316,76.274796,2768.518225,-10.452065,0
63,211,335950.000000,3140988.000000,2773.48169,3108.500359,21.999576,2774.337843,-0.856153,0
64,211,336014.000000,3140988.000000,2780.77979,3142.419540,32.272315,2780.262845,0.516945,0
65,211,336078.000000,3140988.000000,2784.74463,3169.723131,86.133583,2783.363265,1.381365,0
66,211,336142.000000,3140988.000000,2790.96265,3296.997693,112.730964,2804.152811,-13.190161,0
67,211,336206.000000,3140988.000000,2802.1748,3300.000000,110.790374,2804.945000,-2.770200,0
68,211,336270.000000,3140988.000000,2818.91772,3300.000000,141.400205,2804.945000,13.972720,0
69,211,336334.000000,3140988.000000,2833.30078,3300.000000,189.487542,2804.945000,28.355780,0
70,211,336398.000000,3140988.000000,2843.10767,3300.000000,244.967425,2804.945000,38.162670,0
71,211,336462.000000,3140988.000000,2846.78516,3300.000000,303.816639,2804.945000,41.840160,0
72,211,336526.000000,3140988.000000,2849.77686,3300.000000,364.406450,2804.945000,44.831860,0
73,211,336590.000000,3140988.000000,2860.62476,3650.000000,404.361276,2809.867000,50.757760,0
74,211,336654.000000,3140988.000000,2875.21143,3650.000000,436.971064,2809.867000,65.344430,0
75,211,336718.000000,3140988.000000,2882.36157,3650.000000,475.995147,2809.867000,72.494570,0
76,211,336782.000000,3140988.000000,2886.74658,3650.000000,519.991393,2809.867000,76.879580,0
77,211,336846.000000,3140988.000000,2894.32104,3663.055972,567.642674,2799.900594,94.420446,0
78,211,336910.000000,3140988.000000,2910.3562,3700.000000,616.072296,2771.699000,138.657200,0
79,211,336974.000000,3140988.000000,2932.396,3700.000000,666.022930,2771.699000,160.697000,0
80,211,337038.000000,3140988.000000,2946.56812,3700.000000,718.206107,2771.699000,174.869120,0
81,211,337102.000000,3140988.000000,2957.67261,3700.000000,772.169334,2771.699000,185.973610,0
82,211,337166.000000,3140988.000000,2970.89233,3700.000000,827.564468,2771.699000,199.193330,0
83,211,337230.000000,3140988.000000,2985.36401,4200.000000,865.237170,2477.771000,507.593010,0
84,211,337294.000000,3140988.000000,3002.77563,4200.000000,898.644074,2477.771000,525.004630,0
85,211,337358.000000,3140988.000000,3019.47852,4300.000000,934.151887,2470.287000,549.191520,0
86,211,337422.000000,3140988.000000,3020.1438,4300.000000,968.407495,2470.287000,549.856800,0
87,211,337486.000000,3140988.000000,3012.43677,4300.000000,1005.573668,2470.287000,542.149770,0
88,211,337550.000000,3140988.000000,2999.35449,4500.000000,1035.639136,2477.039000,522.315490,0
89,211,337614.000000,3140988.000000,2975.36621,4500.000000,1067.037886,2477.039000,498.327210,0
90,211,337678.000000,3140988.000000,2935.26196,4500.000000,1101.264400,2477.039000,458.222960,0
91,211,337742.000000,3140988.000000,2886.79248,4500.000000,1138.063578,2477.039000,409.753480,0
92,211,337806.000000,3140988.000000,2843.63843,4500.000000,1177.194180,2477.039000,366.599430,0
93,211,337870.000000,3140988.000000,2810.76587,4500.000000,1218.431601,2477.039000,333.726870,0
94,211,337934.000000,3140988.000000,2784.60889,4500.000000,1261.569259,2477.039000,307.569890,0
95,211,337998.000000,3140988.000000,2762.79199,4500.000000,1306.418932,2477.039000,285.752990,0
96,211,338062.000000,3140988.000000,2744.46704,4500.000000,1352.810354,2477.039000,267.428040,0
97,211,338126.000000,3140988.000000,2734.87427,4500.000000,1400.590334,2477.039000,257.835270,0
98,211,338190.000000,3140988.000000,2734.56201,4500.000000,1449.621576,2477.039000,257.523010,0
99,211,338254.000000,3140988.000000,2730.58765,4500.000000,1499.781365,2477.039000,253.548650,0
100,211,338318.000000,3140988.000000,2718.93359,4500.000000,1550.960210,2477.039000,241.894590,0
101,211,338382.000000,3140988.000000,2707.00073,4500.000000,1603.060511,2477.039000,229.961730,0
102,211,338446.000000,3140988.000000,2701.37183,4500.000000,1655.995299,2477.039000,224.332830,0
103,211,338510.000000,3140988.000000,2707.16943,4500.000000,1709.687065,2477.039000,230.130430,0
104,211,338574.000000,3140988.000000,2713.50342,4650.000000,1763.916555,2445.992000,267.511420,0
105,211,338638.000000,3140988.000000,2723.13647,4650.000000,1815.663839,2445.992000,277.144470,0
106,211,338702.000000,3140988.000000,2731.28662,4650.000000,1868.170425,2445.992000,285.294620,0
107,211,338766.000000,3140988.000000,2741.82056,4650.000000,1921.374065,2445.992000,295.828560,0
108,211,338830.000000,3140988.000000,2756.38672,6750.000000,1942.725532,2345.666000,410.720720,0
109,211,338894.000000,3140988.000000,2770.24951,6750.000000,1951.857548,2345.666000,424.583510,0
110,211,338958.000000,3140988.000000,2789.37891,6750.000000,1963.034712,2345.666000,443.712910,0
111,211,339022.000000,3140988.000000,2808.76807,6782.956107,1975.907486,2342.023032,466.745038,0
112,211,339086.000000,3140988.000000,2818.38965,6808.777855,1989.446139,2339.907967,478.481683,0
113,211,339150.000000,3140988.000000,2835.76904,6869.391689,2003.623169,2334.980731,500.788309,0
114,211,339214.000000,3140988.000000,2863.72583,6931.809288,2017.806889,2332.655500,531.070330,0
115,211,339278.000000,3140988.000000,2891.41309,6950.000000,2032.471523,2334.794000,556.619090,0
116,211,339342.000000,3140988.000000,2923.0896,6952.034404,2048.946824,2334.340857,588.748743,0
117,211,339406.000000,3140988.000000,2952.89258,6985.128528,2066.245014,2326.969472,625.923108,0
118,211,339470.000000,3140988.000000,2983.8606,7000.000000,2083.819436,2323.657000,660.203600,0
119,211,339534.000000,3140988.000000,3015.08887,7000.000000,2103.013014,2323.657000,691.431870,0
120,211,339598.000000,3140988.000000,3046.26538,7000.000000,2123.962342,2323.657000,722.608380,0
121,211,339662.000000,3140988.000000,3078.01807,7000.000000,2146.616017,2323.657000,754.361070,0
122,211,339726.000000,3140988.000000,3103.53906,7000.000000,2170.920684,2323.657000,779.882060,0
123,211,339790.000000,3140988.000000,3135.83276,7000.000000,2196.821548,2323.657000,812.175760,0
124,211,339854.000000,3140988.000000,3173.4248,7000.000000,2224.262845,2323.657000,849.767800,0
125,211,339918.000000,3140988.000000,3215.14551,7000.000000,2253.188297,2323.657000,891.488510,0
126,211,339982.000000,3140988.000000,3248.26147,7000.000000,2283.541503,2323.657000,924.604470,0
127,211,340046.000000,3140988.000000,3246.89038,7000.000000,2315.266310,2323.657000,923.233380,0
128,211,340110.000000,3140988.000000,3236.06689,7000.000000,2348.307131,2323.657000,912.409890,0
129,211,340174.000000,3140988.000000,3235.18994,7000.000000,2382.609216,2323.657000,911.532940,0
130,211,340238.000000,3140988.000000,3239.93774,7000.000000,2418.118891,2323.657000,916.280740,0
131,211,340302.000000,3140988.000000,3255.16187,7017.766200,2454.556648,2328.872801,926.289069,0
132,211,340366.000000,3140988.000000,3250.1084,7045.732957,2491.070404,2337.083282,913.025118,0
133,211,340430.000000,3140988.000000,3218.1875,7050.000000,2527.976599,2338.336000,879.851500,0
134,211,340494.000000,3140988.000000,3189.89868,7050.000000,2565.935951,2338.336000,851.562680,0
135,211,340558.000000,3140988.000000,3166.00098,7050.000000,2604.914763,2338.336000,827.664980,0
136,211,340622.000000,3140988.000000,3147.60132,7096.136160,2644.451094,2339.401745,808.199575,0
137,211,340686.000000,3140988.000000,3149.42407,7100.000000,2684.390536,2339.491000,809.933070,0
138,211,340750.000000,3140988.000000,3138.19336,7121.865158,2725.039059,2331.996936,806.196424,0
139,211,340814.000000,3140988.000000,3106.40918,7150.000000,2765.741802,2322.354000,784.055180,0
140,211,340878.000000,3140988.000000,3063.62817,7150.000000,2806.982646,2322.354000,741.274170,0
141,211,340942.000000,3140988.000000,3030.75488,7150.000000,2849.064308,2322.354000,708.400880,0
142,211,341006.000000,3140988.000000,3026.62085,7150.000000,2891.950085,2322.354000,704.266850,0
143,211,341070.000000,3140988.000000,3035.72021,7150.000000,2935.604733,2322.354000,713.366210,0
144,211,341134.000000,3140988.000000,3040.7334,7150.000000,2979.994464,2322.354000,718.379400,0
145,211,341198.000000,3140988.000000,3057.87842,7150.000000,3025.086919,2322.354000,735.524420,0
146,211,341262.000000,3140988.000000,3081.29785,7150.000000,3070.851140,2322.354000,758.943850,0
147,211,341326.000000,3140988.000000,3106.5271,7150.000000,3117.257542,2322.354000,784.173100,0
148,211,341390.000000,3140988.000000,3137.6084,7150.000000,3164.277870,2322.354000,815.254400,0
149,211,341454.000000,3140988.000000,3170.09668,7150.000000,3211.885162,2322.354000,847.742680,0
150,211,341518.000000,3140988.000000,3190.87842,7150.000000,3260.053704,2322.354000,868.524420,0
151,211,341582.000000,3140988.000000,3191.20459,7150.000000,3308.758984,2322.354000,868.850590,0
152,211,341646.000000,3140988.000000,3185.02783,7150.000000,3357.977646,2322.354000,862.673830,0
153,211,341710.000000,3140988.000000,3187.07764,7150.000000,3407.687446,2322.354000,864.723640,0
154,211,341774.000000,3140988.000000,3193.52563,7150.000000,3457.867202,2322.354000,871.171630,0
155,211,341838.000000,3140988.000000,3205.45337,7150.000000,3508.496750,2322.354000,883.099370,0
156,211,341902.000000,3140988.000000,3220.91724,7150.000000,3559.556897,2322.354000,898.563240,0
157,211,341966.000000,3140988.000000,3231.98218,7150.000000,3611.029377,2322.354000,909.628180,0
158,211,342030.000000,3140988.000000,3248.84009,7150.000000,3662.896807,2322.354000,926.486090,0
159,211,342094.000000,3140988.000000,3268.61938,7155.116126,3715.124068,2329.498874,939.120506,0
160,211,342158.000000,3140988.000000,3285.2168,7171.170983,3767.437466,2351.920124,933.296676,0
161,211,342222.000000,3140988.000000,3305.87036,7187.225840,3819.750864,2374.341374,931.528986,0
162,211,342286.000000,3140988.000000,3336.01074,7200.000000,3872.071592,2392.181000,943.829740,0
163,211,342350.000000,3140988.000000,3365.36255,7200.000000,3924.628851,2392.181000,973.181550,0
164,211,342414.000000,3140988.000000,3387.92847,7200.000000,3977.521443,2392.181000,995.747470,0
165,211,342478.000000,3140988.000000,3409.29565,7200.000000,4030.736166,2392.181000,1017.114650,0
166,211,342542.000000,3140988.000000,3429.92212,7200.000000,4084.260429,2392.181000,1037.741120,0
167,211,342606.000000,3140988.000000,3443.16992,7200.000000,4138.082220,2392.181000,1050.988920,0
168,211,342670.000000,3140988.000000,3456.4458,7200.000000,4192.190080,2392.181000,1064.264800,0
1,212,331982.000000,3141052.000000,3534.95581,300.000000,2919.183945,2760.644000,774.311810,0
2,212,332046.000000,3141052.000000,3534.8064,300.000000,2872.534602,2760.644000,774.162400,0
3,212,332110.000000,3141052.000000,3514.55688,300.000000,2826.564553,2760.644000,753.912880,0
4,212,332174.000000,3141052.000000,3504.04468,300.000000,2781.307481,2760.644000,743.400680,0
5,212,332238.000000,3141052.000000,3493.76514,300.000000,2736.798758,2760.644000,733.121140,0
6,212,332302.000000,3141052.000000,3490.27075,300.000000,2693.075486,2760.644000,729.626750,0
7,212,332366.000000,3141052.000000,3486.41333,300.000000,2650.176543,2760.644000,725.769330,0
8,212,332430.000000,3141052.000000,3468.36597,300.000000,2608.142604,2760.644000,707.721970,0
9,212,332494.000000,3141052.000000,3446.06372,300.000000,2567.016162,2760.644000,685.419720,0
10,212,332558.000000,3141052.000000,3431.20435,300.000000,2526.841528,2760.644000,670.560350,0
11,212,332622.000000,3141052.000000,3417.10791,300.000000,2487.664817,2760.644000,656.463910,0
12,212,332686.000000,3141052.000000,3391.91968,1100.000000,2438.512597,2730.075000,661.844680,0
13,212,332750.000000,3141052.000000,3369.15112,1100.000000,2386.935636,2730.075000,639.076120,0
14,212,332814.000000,3141052.000000,3347.63623,1100.000000,2335.973410,2730.075000,617.561230,0
15,212,332878.000000,3141052.000000,3316.41431,1100.000000,2285.667039,2730.075000,586.339310,0
16,212,332942.000000,3141052.000000,3311.46509,1242.466001,2234.483649,2756.705275,554.759815,0
17,212,333006.000000,3141052.000000,3317.97485,1280.249528,2182.873814,2763.686926,554.287924,0
18,212,333070.000000,3141052.000000,3330.16113,1313.381651,2131.292073,2766.010053,564.151077,0
19,212,333134.000000,3141052.000000,3370.09937,1348.516109,2079.747008,2762.316016,607.783354,0
20,212,333198.000000,3141052.000000,3429.28296,1350.000000,2028.527356,2762.160000,667.122960,0
21,212,333262.000000,3141052.000000,3491.70532,1350.000000,1978.051638,2762.160000,729.545320,0
22,212,333326.000000,3141052.000000,3515.34888,1383.426793,1928.042295,2763.708998,751.639882,0
23,212,333390.000000,3141052.000000,3505.74585,1420.679868,1878.052734,2763.360287,742.385563,0
24,212,333454.000000,3141052.000000,3483.69385,1459.922463,1828.079061,2760.058231,723.635619,0
25,212,333518.000000,3141052.000000,3452.51758,1498.445401,1778.111176,2753.385288,699.132292,0
26,212,333582.000000,3141052.000000,3424.26367,1500.000000,1728.569344,2753.116000,671.147670,0
27,212,333646.000000,3141052.000000,3449.0144,1532.967571,1679.531010,2753.791176,695.223224,0
28,212,333710.000000,3141052.000000,3477.59424,1550.000000,1630.622338,2754.140000,723.454240,0
29,212,333774.000000,3141052.000000,3485.1958,1550.000000,1582.656537,2754.140000,731.055800,0
30,212,333838.000000,3141052.000000,3474.18115,1550.000000,1535.860091,2754.140000,720.041150,0
31,212,333902.000000,3141052.000000,3452.3562,1565.889327,1490.226801,2755.227148,697.129052,0
32,212,333966.000000,3141052.000000,3411.66504,1600.323858,1444.830878,2757.533796,654.131244,0
33,212,334030.000000,3141052.000000,3357.98145,1645.579126,1399.576044,2753.732353,604.249097,0
34,212,334094.000000,3141052.000000,3326.79077,1690.834394,1354.321210,2749.009687,577.781083,0
35,212,334158.000000,3141052.000000,3306.62329,1720.757852,1309.299198,2741.992050,564.631240,0
36,212,334222.000000,3141052.000000,3295.92456,1750.000000,1264.411910,2733.482000,562.442560,0
37,212,334286.000000,3141052.000000,3267.34082,1750.000000,1220.666886,2733.482000,533.858820,0
38,212,334350.000000,3141052.000000,3239.0271,1750.000000,1178.774710,2733.482000,505.545100,0
39,212,334414.000000,3141052.000000,3209.54321,1751.336496,1138.938557,2733.484914,476.058296,0
40,212,334478.000000,3141052.000000,3180.02441,1790.940691,1100.128464,2733.571251,446.453159,0
41,212,334542.000000,3141052.000000,3147.51099,1821.391608,1061.820845,2736.030499,411.480491,0
42,212,334606.000000,3141052.000000,3123.21875,1872.388356,1023.854786,2739.354792,383.863958,0
43,212,334670.000000,3141052.000000,3107.39185,1924.641430,985.894513,2737.961385,369.430465,0
44,212,334734.000000,3141052.000000,3095.08154,2079.577490,944.401467,2729.872492,365.209048,0
45,212,334798.000000,3141052.000000,3088.09741,2127.425022,901.882293,2727.198817,360.898593,0
46,212,334862.000000,3141052.000000,3063.79614,2311.818389,857.586713,2714.816237,348.979903,0
47,212,334926.000000,3141052.000000,3007.92456,2353.454987,809.224720,2714.788311,293.136249,0
48,212,334990.000000,3141052.000000,2967.45801,2471.346309,760.404766,2702.638148,264.819862,0
49,212,335054.000000,3141052.000000,2950.09595,2500.000000,708.848612,2695.222000,254.873950,0
50,212,335118.000000,3141052.000000,2936.28613,2500.000000,658.958306,2695.222000,241.064130,0
51,212,335182.000000,3141052.000000,2918.16431,2500.000000,611.700698,2695.222000,222.942310,0
52,212,335246.000000,3141052.000000,2897.24609,2500.000000,567.733598,2695.222000,202.024090,0
53,212,335310.000000,3141052.000000,2871.39038,2500.000000,527.879847,2695.222000,176.168380,0
54,212,335374.000000,3141052.000000,2822.08862,2850.000000,481.032753,2700.245000,121.843620,0
55,212,335438.000000,3141052.000000,2784.32422,2850.000000,420.812628,2700.245000,84.079220,0
56,212,335502.000000,3141052.000000,2776.23804,2850.000000,361.892285,2700.245000,75.993040,0
57,212,335566.000000,3141052.000000,2778.44922,2850.000000,305.025875,2700.245000,78.204220,0
58,212,335630.000000,3141052.000000,2754.53564,2859.048028,251.451946,2699.818657,54.716983,0
59,212,335694.000000,3141052.000000,2703.271,2896.508832,199.165170,2698.053504,5.217496,0
60,212,335758.000000,3141052.000000,2678.37598,2933.464020,146.879214,2710.479503,-32.103523,1
61,212,335822.000000,3141052.000000,2697.03491,2971.951915,94.609817,2733.556997,-36.522087,0
62,212,335886.000000,3141052.000000,2738.25415,3014.280593,41.863756,2757.805599,-19.551449,0
63,212,335950.000000,3141052.000000,2770.02588,3052.760224,11.914362,2765.044265,4.981615,0
64,212,336014.000000,3141052.000000,2774.79883,3087.759843,66.190695,2770.829702,3.969128,0
65,212,336078.000000,3141052.000000,2779.79028,3122.068031,120.464139,2776.707844,3.082436,0
66,212,336142.000000,3141052.000000,2787.16064,3156.165553,174.624752,2782.142270,5.018370,0
67,212,336206.000000,3141052.000000,2794.75708,3300.000000,173.438548,2804.945000,-10.187920,0
68,212,336270.000000,3141052.000000,2808.43872,3300.000000,194.423354,2804.945000,3.493720,0
69,212,336334.000000,3141052.000000,2825.79102,3300.000000,231.758390,2804.945000,20.846020,0
70,212,336398.000000,3141052.000000,2842.37744,3300.000000,278.954230,2804.945000,37.432440,0
71,212,336462.000000,3141052.000000,2854.77466,3300.000000,331.829735,2804.945000,49.829660,0
72,212,336526.000000,3141052.000000,2855.71509,3300.000000,388.070205,2804.945000,50.770090,0
73,212,336590.000000,3141052.000000,2856.39648,3300.000000,446.405639,2804.945000,51.451480,0
74,212,336654.000000,3141052.000000,2868.27539,3650.000000,491.158680,2809.867000,58.408390,0
75,212,336718.000000,3141052.000000,2874.62085,3650.000000,526.179169,2809.867000,64.753850,0
76,212,336782.000000,3141052.000000,2874.69287,3650.000000,566.289844,2809.867000,64.825870,0
77,212,336846.000000,3141052.000000,2878.11719,3650.000000,610.488212,2809.867000,68.250190,0
78,212,336910.000000,3141052.000000,2888.52441,3656.741750,657.913617,2804.720618,83.803792,0
79,212,336974.000000,3141052.000000,2906.30298,3696.966992,706.333781,2774.014277,132.288703,0
80,212,337038.000000,3141052.000000,2925.29712,3700.000000,755.745219,2771.699000,153.598120,0
81,212,337102.000000,3141052.000000,2943.40308,3700.000000,807.202766,2771.699000,171.704080,0
82,212,337166.000000,3141052.000000,2958.39307,3700.000000,860.345148,2771.699000,186.694070,0
83,212,337230.000000,3141052.000000,2975.90796,3700.000000,914.878813,2771.699000,204.208960,0
84,212,337294.000000,3141052.000000,2995.84009,4200.000000,952.828738,2477.771000,518.069090,0
85,212,337358.000000,3141052.000000,3014.9519,4200.000000,987.421093,2477.771000,537.180900,0
86,212,337422.000000,3141052.000000,3012.69385,4300.000000,1022.107848,2470.287000,542.406850,0
87,212,337486.000000,3141052.000000,3005.02686,4300.000000,1057.388188,2470.287000,534.739860,0
88,212,337550.000000,3141052.000000,2994.04858,4500.000000,1092.635850,2477.039000,517.009580,0
89,212,337614.000000,3141052.000000,2975.87988,4500.000000,1122.441326,2477.039000,498.840880,0
90,212,337678.000000,3141052.000000,2940.58984,4500.000000,1155.027255,2477.039000,463.550840,0
91,212,337742.000000,3141052.000000,2893.07593,4500.000000,1190.165278,2477.039000,416.036930,0
92,212,337806.000000,3141052.000000,2848.69238,4500.000000,1227.636272,2477.039000,371.653380,0
93,212,337870.000000,3141052.000000,2815.95215,4500.000000,1267.233304,2477.039000,338.913150,0
94,212,337934.000000,3141052.000000,2788.56616,4500.000000,1308.763415,2477.039000,311.527160,0
95,212,337998.000000,3141052.000000,2763.53296,4500.000000,1352.048485,2477.039000,286.493960,0
96,212,338062.000000,3141052.000000,2743.35596,4500.000000,1396.925386,2477.039000,266.316960,0
97,212,338126.000000,3141052.000000,2729.0498,4500.000000,1443.245635,2477.039000,252.010800,0
98,212,338190.000000,3141052.000000,2726.86646,4500.000000,1490.874707,2477.039000,249.827460,0
99,212,338254.000000,3141052.000000,2724.23022,4500.000000,1539.691145,2477.039000,247.191220,0
100,212,338318.000000,3141052.000000,2713.5708,4500.000000,1589.585560,2477.039000,236.531800,0
101,212,338382.000000,3141052.000000,2704.72095,4500.000000,1640.459594,2477.039000,227.681950,0
102,212,338446.000000,3141052.000000,2705.64111,4500.000000,1692.224899,2477.039000,228.602110,0
103,212,338510.000000,3141052.000000,2711.40967,4500.000000,1744.802149,2477.039000,234.370670,0
104,212,338574.000000,3141052.000000,2717.95947,4500.000000,1798.120121,2477.039000,240.920470,0
105,212,338638.000000,3141052.000000,2724.54077,4500.000000,1852.114845,2477.039000,247.501770,0
106,212,338702.000000,3141052.000000,2733.99219,4650.000000,1904.977553,2445.992000,288.000190,0
107,212,338766.000000,3141052.000000,2745.7395,4650.000000,1957.180891,2445.992000,299.747500,0
108,212,338830.000000,3141052.000000,2758.61548,6750.000000,2006.227324,2345.666000,412.949480,0
109,212,338894.000000,3141052.000000,2771.96021,6750.000000,2015.071579,2345.666000,426.294210,0
110,212,338958.000000,3141052.000000,2785.55103,6750.000000,2025.900013,2345.666000,439.885030,0
111,212,339022.000000,3141052.000000,2800.33179,6770.750957,2038.560017,2343.372189,456.959601,0
112,212,339086.000000,3141052.000000,2819.03467,6800.000000,2051.863168,2340.139000,478.895670,0
113,212,339150.000000,3141052.000000,2842.57397,6855.207646,2066.031647,2337.791157,504.782813,0
114,212,339214.000000,3141052.000000,2862.0249,6917.625798,2080.215430,2330.988089,531.036811,0
115,212,339278.000000,3141052.000000,2883.66455,6950.000000,2094.614351,2334.794000,548.870550,0
116,212,339342.000000,3141052.000000,2910.77393,6950.000000,2110.608022,2334.794000,575.979930,0
117,212,339406.000000,3141052.000000,2938.58276,6975.837917,2127.862971,2329.038862,609.543898,0
118,212,339470.000000,3141052.000000,2964.84155,7000.000000,2145.225625,2323.657000,641.184550,0
119,212,339534.000000,3141052.000000,2996.70068,7000.000000,2163.874598,2323.657000,673.043680,0
120,212,339598.000000,3141052.000000,3028.57715,7000.000000,2184.240273,2323.657000,704.920150,0
121,212,339662.000000,3141052.000000,3063.46582,7000.000000,2206.275110,2323.657000,739.808820,0
122,212,339726.000000,3141052.000000,3105.40796,7000.000000,2229.929630,2323.657000,781.750960,0
123,212,339790.000000,3141052.000000,3146.96851,7000.000000,2255.152866,2323.657000,823.311510,0
124,212,339854.000000,3141052.000000,3180.54688,7000.000000,2281.892799,2323.657000,856.889880,0
125,212,339918.000000,3141052.000000,3224.19312,7000.000000,2310.096760,2323.657000,900.536120,0
126,212,339982.000000,3141052.000000,3250.86646,7000.000000,2339.711805,2323.657000,927.209460,0
